,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,yr
1913,315000.0,3.0,1.75,1.0,0,0,4,7,1660,0,1490,8100,1951
1914,411753.0,3.0,2.5,2.0,0,0,3,7,1710,0,1600,3821,2009
1915,577000.0,2.0,1.75,1.0,0,0,3,7,1040,580,1500,5000,2011
1916,500000.0,3.0,1.75,1.0,0,0,5,8,1530,0,2060,9226,1972
1917,210000.0,3.0,2.0,1.0,0,0,3,7,1440,0,1580,10200,1963
1918,640000.0,4.0,1.75,1.0,0,0,3,7,2020,0,1940,16350,1969
1919,460000.0,4.0,1.75,1.0,0,0,5,7,1870,0,1560,7800,1949
1920,265000.0,2.0,1.0,1.0,0,0,3,6,620,0,620,4760,1941
1921,740000.0,5.0,5.0,1.0,0,2,3,11,4490,1284,3260,13200,1984
1922,230000.0,3.0,1.0,1.0,0,0,3,6,1240,0,1760,11080,1948
1923,315000.0,3.0,1.75,1.0,0,0,5,7,1460,430,1680,9604,1978
1924,432000.0,3.0,1.75,1.0,0,0,4,8,1410,1000,2410,49207,1981
1925,467000.0,3.0,2.5,2.0,0,0,3,8,1530,0,1720,4005,1995
1926,255000.0,5.0,3.75,1.0,0,0,3,7,2800,0,1700,13200,1964
1927,316500.0,3.0,1.75,1.0,0,2,3,7,1010,450,1400,4240,1979
1928,190000.0,4.0,2.0,1.0,0,0,3,7,860,720,1580,6250,1977
1929,490000.0,3.0,2.0,1.5,0,0,3,8,1450,0,1450,4275,2003
1930,378000.0,4.0,1.75,1.0,0,0,4,7,1990,0,1950,17040,1976
1931,598800.0,6.0,4.0,3.0,0,3,3,9,3230,1240,1790,18260,2013
1932,333800.0,5.0,3.0,1.0,0,0,3,7,1220,760,1970,3868,1990
1933,690000.0,4.0,2.5,2.0,0,0,4,9,2920,0,1810,5617,1990
1934,320000.0,4.0,1.75,1.0,0,0,4,6,830,830,1780,5968,1948
1935,1249000.0,4.0,3.5,1.5,0,3,4,9,2410,780,2840,4000,1912
1936,335000.0,3.0,1.5,1.0,0,0,4,7,1560,0,1520,10000,1961
1937,840000.0,3.0,2.5,1.0,0,0,3,8,3050,0,1970,60984,2004
1938,608250.0,4.0,2.75,2.0,0,0,3,8,3030,0,3020,28027,1986
1939,550000.0,3.0,2.5,2.0,0,0,3,7,2260,0,2770,4566,2005
1940,240000.0,3.0,1.0,1.0,0,0,3,7,1260,0,1300,7920,1966
1941,998000.0,3.0,2.25,2.0,0,2,4,9,3370,0,2690,10500,1980
1942,275000.0,3.0,1.75,1.0,0,0,3,8,1490,0,1740,8165,1978
1943,284200.0,3.0,2.5,1.0,0,0,3,7,1110,460,1470,9222,1977
1944,1715000.0,4.0,3.75,2.0,0,0,4,10,3090,1400,3760,7653,1941
1945,2400000.0,4.0,3.75,2.0,0,0,4,11,3400,690,3910,11500,1926
1946,930800.0,5.0,2.5,2.0,0,0,3,10,4150,0,3320,40803,1988
1947,930000.0,4.0,3.0,1.0,0,3,5,8,1530,1370,2820,10400,1959
1948,215000.0,4.0,1.5,1.0,0,0,3,7,1030,400,1390,7800,1979
1949,480000.0,2.0,1.5,1.0,1,4,4,6,1008,0,1132,24079,2002
1950,483945.0,2.0,1.75,1.0,0,0,4,6,840,640,1090,5120,1951
1951,347000.0,3.0,1.75,1.0,0,0,4,7,1240,0,1370,9856,1978
1952,232500.0,3.0,2.0,1.0,0,0,4,7,1110,260,1640,9040,1979
1953,390000.0,4.0,2.25,1.0,0,0,4,8,1190,580,2490,20000,1965
1954,550000.0,3.0,2.25,1.0,0,0,3,8,1410,750,2180,8480,2000
1955,590000.0,4.0,2.5,2.0,0,0,3,9,2340,0,2510,9219,1987
1956,420850.0,1.0,1.0,1.0,0,0,5,5,960,0,1320,20350,1945
1957,345000.0,4.0,2.5,1.0,0,3,3,7,1390,890,1990,9000,1983
1958,429800.0,3.0,2.0,1.0,0,0,3,8,1970,0,1970,7365,1986
1959,302000.0,4.0,1.75,1.5,0,0,3,7,1530,0,1530,11625,1968
1960,800000.0,4.0,1.5,1.5,0,0,4,8,1790,0,1200,3876,1932
1961,250000.0,3.0,2.5,2.0,0,0,3,8,1700,0,1940,6626,1997
1962,605000.0,3.0,2.0,1.0,0,0,4,7,1330,1330,1790,5000,1922
1963,412000.0,3.0,1.75,1.0,0,0,4,8,1950,0,2450,51836,1985
1964,252000.0,3.0,2.0,2.0,0,0,3,6,1340,0,1290,4892,1994
1965,375000.0,3.0,1.0,1.5,0,0,3,7,1130,0,2280,8750,1954
1966,725000.0,2.0,1.75,1.0,0,0,5,7,1010,940,1360,1256,1919
1967,471750.0,5.0,3.5,1.0,0,1,3,8,2120,1670,1740,8676,2001
1968,490000.0,4.0,2.25,2.0,0,0,3,7,2020,0,2120,85813,1995
1969,439000.0,2.0,1.0,1.0,0,0,3,7,800,0,1330,5100,1945
1970,355000.0,4.0,2.0,1.0,0,0,5,6,1770,0,1010,7620,1949
1971,250000.0,1.0,0.75,1.0,0,0,3,6,940,0,1930,165528,1944
1972,780000.0,4.0,2.25,1.0,0,0,3,10,2260,0,2840,10158,1984
1973,409000.0,2.0,1.0,1.0,0,0,4,6,890,0,1190,5175,1918
1974,420000.0,2.0,1.0,1.0,0,0,4,6,860,0,1230,4260,1916
1975,200000.0,1.0,0.75,1.0,0,0,3,5,680,0,1580,6624,1947
1976,830000.0,2.0,1.5,1.0,0,0,4,7,2130,0,2670,35679,1963
1977,695000.0,3.0,2.5,2.0,0,0,3,9,2390,0,2540,4500,2006
1978,815000.0,4.0,2.75,2.0,0,0,3,10,3488,0,3600,10891,1998
1979,210000.0,3.0,1.75,1.0,0,0,3,7,820,440,1260,6553,1983
1980,635000.0,3.0,1.75,1.0,0,2,4,8,1590,1350,2880,8100,1957
1981,562500.0,4.0,2.5,2.0,0,0,3,9,2440,0,2590,9927,1991
1982,402500.0,4.0,2.5,2.0,0,0,3,10,2600,0,2820,12093,1988
1983,555000.0,3.0,2.0,1.0,0,0,4,7,1040,1040,1920,7000,1951
1984,310000.0,3.0,1.0,1.0,0,0,3,7,1990,0,1320,7245,1972
1985,500000.0,4.0,2.5,2.0,0,0,3,9,2840,0,2500,18001,1994
1986,430000.0,6.0,3.0,1.0,0,0,3,7,1610,1020,1220,1173,1959
1987,1600000.0,3.0,4.25,2.0,0,0,4,10,2460,360,3300,7522,1930
1988,627500.0,4.0,1.0,1.5,0,0,3,7,1560,0,1890,4080,1923
1989,335000.0,4.0,2.5,2.0,0,0,3,8,2330,0,1810,5424,1998
1990,962000.0,4.0,2.25,1.0,0,0,4,8,1810,1510,2450,9821,1981
1991,299000.0,3.0,1.75,1.0,0,0,3,7,1730,0,1600,11232,1959
1992,399950.0,4.0,2.5,2.0,0,0,3,8,3110,0,2950,5924,2001
1993,322000.0,3.0,1.0,1.0,0,0,3,7,1230,0,1380,10125,1968
1994,430000.0,2.0,1.5,1.0,0,0,4,7,950,0,1440,4625,1949
1995,307000.0,3.0,1.75,1.0,0,0,5,7,1890,0,1500,14536,1966
1996,194000.0,3.0,1.5,1.0,0,0,3,6,1010,0,980,5000,1943
1997,180000.0,3.0,1.0,1.0,0,0,4,6,1010,0,1060,10354,1920
1998,465000.0,4.0,2.25,1.0,0,0,3,8,1170,1170,1810,12532,1983
1999,722500.0,4.0,2.5,2.0,0,0,3,9,2460,0,2730,9900,1978
2000,470450.0,2.0,1.0,1.0,0,0,3,7,1010,0,1800,3600,1921
2001,280000.0,3.0,2.5,2.0,0,0,3,7,1650,0,1750,6000,1990
2002,176250.0,4.0,2.0,1.0,0,0,4,7,1440,0,1030,6702,1966
2003,560000.0,5.0,1.0,1.5,0,0,4,7,1320,390,1880,9100,1926
2004,830000.0,3.0,2.5,2.0,0,3,3,10,2000,760,2760,13719,1991
2005,276900.0,2.0,1.0,1.0,0,2,4,7,1350,0,1280,10095,1952
2006,625000.0,3.0,1.75,2.0,0,0,3,7,1660,0,1660,4800,2014
2007,1015000.0,4.0,2.5,2.0,0,0,3,8,2160,800,1600,4760,1900
2008,463500.0,1.0,1.0,1.0,0,0,4,6,1090,0,1830,5000,1924
2009,485000.0,3.0,2.5,2.0,0,0,3,9,3110,0,2650,8960,1990
2010,272000.0,3.0,2.0,1.0,0,0,3,7,1380,0,1600,7227,1989
2011,305000.0,2.0,1.0,2.0,0,0,3,7,1290,0,1290,2628,2008
2012,760000.0,3.0,2.5,1.0,0,0,5,7,1980,0,2040,13964,1959
2013,387500.0,2.0,1.0,1.0,0,0,4,7,870,0,1620,6126,1938
2014,352000.0,4.0,2.5,2.0,0,0,3,8,2470,0,2470,5100,2004
2015,507000.0,3.0,1.75,1.0,0,0,5,8,1490,650,2220,35371,1950
2016,156000.0,3.0,1.0,1.0,0,0,3,6,770,0,1560,10707,1941
2017,580000.0,3.0,3.25,3.0,0,0,3,8,1220,270,1550,1092,2001
2018,630000.0,4.0,2.5,1.0,0,0,4,8,1610,900,2080,34398,1977
2019,275000.0,5.0,1.5,1.0,0,0,3,7,1130,820,1680,9526,1964
2020,835000.0,5.0,4.0,1.0,0,2,5,8,1800,1800,3600,15358,1960
2021,340000.0,4.0,2.5,2.0,0,0,3,8,2380,0,1940,7334,1995
2022,329350.0,2.0,1.0,1.0,0,0,3,6,720,0,840,6687,1942
2023,1480000.0,3.0,3.5,2.0,0,0,3,11,4070,0,3770,26000,1991
2024,475000.0,3.0,1.0,1.0,0,0,3,7,1250,0,3060,50055,1975
2025,719950.0,3.0,2.25,3.0,0,0,3,8,2190,0,1510,3615,2014
2026,235000.0,1.0,1.0,1.0,0,0,5,7,810,0,980,1198,1941
2027,875000.0,3.0,1.5,1.0,0,0,3,8,1320,1120,2160,6820,1939
2028,380000.0,4.0,1.75,1.0,0,0,3,7,1740,0,1540,9147,1974
2029,325000.0,3.0,2.25,1.5,0,0,3,7,1480,0,1730,176418,1984
2030,475000.0,4.0,2.5,2.0,0,0,3,9,2120,0,3320,39082,1989
2031,152900.0,1.0,1.0,1.0,0,0,5,6,900,0,1290,5000,1950
2032,210000.0,2.0,2.0,1.0,0,0,3,6,1190,0,1190,7635,1939
2033,350000.0,4.0,1.0,1.0,0,0,3,6,750,260,1450,6000,1925
2034,505000.0,3.0,2.5,2.0,0,0,4,8,2100,0,2080,16686,1985
2035,464900.0,4.0,2.25,1.0,0,0,4,7,1380,640,2030,7236,1979
2036,650000.0,3.0,2.0,1.0,0,0,3,8,1790,730,1590,5750,1957
2037,369950.0,2.0,2.75,2.0,0,0,3,8,1080,290,1370,1090,2009
2038,250000.0,3.0,2.5,2.0,0,0,3,7,1530,0,1540,2890,2001
2039,320000.0,3.0,2.5,2.0,0,0,3,7,1530,0,1540,2890,2001
2040,2532000.0,4.0,4.25,1.0,0,3,3,10,3420,1620,3960,14000,1950
2041,340000.0,4.0,2.25,2.0,0,0,3,7,2530,0,2650,24700,1974
2042,440000.0,2.0,1.5,1.5,0,0,5,5,1010,0,1760,4200,1906
2043,219950.0,3.0,1.0,1.0,0,0,4,7,1200,0,1300,7718,1959
2044,940000.0,4.0,3.0,1.0,0,0,5,9,2720,0,2640,11740,1957
2045,399950.0,4.0,1.5,1.5,0,0,3,6,1110,740,990,6125,1945
2046,1568000.0,3.0,2.75,1.0,0,0,4,9,2340,0,3480,8526,1954
2047,528000.0,4.0,1.75,1.0,0,0,3,7,1460,400,1900,8913,1969
2048,545000.0,4.0,1.75,1.0,0,0,4,8,1560,380,2310,11745,1956
2049,575000.0,2.0,2.0,1.0,0,0,3,8,1680,0,1900,5850,2004
2050,235000.0,4.0,2.75,1.0,0,0,3,8,1250,520,2070,8320,1979
2051,272000.0,3.0,2.5,2.0,0,0,3,8,1790,0,1850,6371,1998
2052,380000.0,4.0,1.75,1.0,0,0,4,8,1720,0,1660,10720,1969
2053,195000.0,3.0,1.0,1.5,0,0,3,7,1280,0,1280,7245,1949
2054,297000.0,3.0,2.5,2.0,0,0,3,7,1690,0,1830,4733,2002
2055,349000.0,4.0,2.5,2.0,0,0,3,8,2190,0,2240,7379,2003
2056,320000.0,2.0,1.0,1.0,0,2,4,6,710,0,1610,5200,1942
2057,319990.0,4.0,1.5,1.0,0,0,3,7,1890,0,1610,8827,1962
2058,439900.0,2.0,2.0,1.5,0,0,5,8,1410,0,1410,8931,1988
2059,429000.0,3.0,3.25,2.0,0,0,3,8,1820,390,2010,6690,1995
2060,272500.0,3.0,2.0,1.0,0,0,3,7,1540,0,2070,6250,1998
2061,400000.0,4.0,2.0,1.0,0,0,4,7,1350,0,1050,7288,1959
2062,462000.0,5.0,2.0,1.5,0,0,3,7,1380,0,1830,3800,1916
2063,510000.0,2.0,1.0,1.0,0,0,3,7,890,0,1450,5985,1947
2064,550000.0,3.0,2.5,2.0,0,0,3,8,1900,0,1880,3350,2000
2065,150000.0,3.0,1.0,1.0,0,0,3,6,1240,0,870,5200,1969
2066,460000.0,3.0,2.5,1.0,0,0,3,7,1210,520,1870,7400,1969
2067,632500.0,4.0,2.5,2.0,0,0,3,10,2090,0,2660,11481,1986
2068,361000.0,3.0,1.75,1.0,0,0,4,7,1650,0,1340,10129,1969
2069,437000.0,3.0,2.25,2.0,0,0,3,8,1030,100,1300,5000,2004
2070,370000.0,6.0,2.75,1.0,0,0,4,6,2160,1080,1230,5750,1950
2071,884250.0,4.0,2.5,2.0,0,0,3,10,3840,0,3560,11044,1998
2072,225000.0,3.0,1.0,1.0,0,0,4,6,1200,0,1200,10189,1969
2073,235000.0,2.0,1.0,1.0,0,0,3,6,870,0,820,5000,1949
2074,767500.0,6.0,3.5,2.0,0,4,3,9,2220,190,1980,6000,1990
2075,1200000.0,3.0,1.75,1.5,1,4,4,6,1560,0,2890,16710,1928
2076,715000.0,3.0,2.5,2.0,0,0,3,9,2410,0,3370,40072,1989
2077,417000.0,4.0,2.25,1.0,0,0,3,7,1380,920,2010,8820,1959
2078,199000.0,3.0,1.0,1.0,0,0,4,7,1390,0,1030,10800,1964
2079,875000.0,5.0,2.5,2.0,0,0,3,8,2320,600,2970,5568,1906
2080,545000.0,4.0,1.5,1.5,0,0,3,7,1370,0,2030,3708,1926
2081,192500.0,2.0,1.0,1.0,0,0,3,6,950,0,1820,8221,1926
2082,822500.0,3.0,2.5,2.0,0,0,3,10,3090,0,3140,8592,1999
2083,800000.0,4.0,2.5,1.0,0,0,3,9,1590,800,1900,9752,1975
2084,1250000.0,3.0,2.5,2.0,0,0,3,9,2070,0,3300,6179,1930
2085,3850000.0,4.0,4.25,2.0,1,4,4,11,5770,0,4620,22748,1980
2086,295000.0,3.0,2.5,2.0,0,0,3,7,1460,0,1830,7936,1995
2087,419000.0,2.0,1.75,1.0,0,0,3,8,1510,0,1350,4157,2006
2088,1195000.0,5.0,3.25,1.0,0,0,3,11,2610,2570,4050,15296,1993
2089,750000.0,4.0,2.75,2.0,0,0,3,11,3430,0,3250,13851,1995
2090,502000.0,4.0,1.5,1.0,0,0,3,7,1700,0,1750,8475,1953
2091,1025000.0,3.0,1.75,1.0,0,3,4,9,1320,1320,2740,6000,1960
2092,398500.0,3.0,1.0,1.5,0,0,3,6,1200,0,1120,7800,1945
2093,700000.0,2.0,1.5,1.5,0,2,4,7,1850,0,1850,4950,1969
2094,248000.0,5.0,1.5,1.0,0,0,4,7,1510,0,1480,9078,1959
2095,800000.0,4.0,2.0,1.0,0,0,5,7,1070,1060,1990,3990,1922
2096,383000.0,4.0,2.5,2.0,0,0,3,9,2640,0,1650,8055,2004
2097,688000.0,4.0,3.0,1.5,0,3,3,8,1970,1030,1900,4000,2014
2098,521000.0,3.0,2.0,1.0,0,0,5,7,1060,810,1870,7435,1926
2099,365000.0,2.0,1.0,1.0,0,0,3,7,990,0,1230,7244,1949
2100,491000.0,3.0,2.0,1.0,0,0,3,7,1605,400,1750,4500,1980
2101,643000.0,3.0,2.75,1.0,0,0,5,8,1400,630,1780,8160,1965
2102,279000.0,3.0,2.5,1.0,0,0,2,7,1060,440,1390,7770,1979
2103,583500.0,4.0,1.0,1.5,0,0,4,7,1530,0,1300,3900,1908
2104,310000.0,3.0,2.5,2.0,0,0,3,7,1990,0,1790,3600,2004
2105,310000.0,3.0,1.75,1.0,0,0,4,7,1100,320,1810,7650,1984
2106,280000.0,3.0,1.0,1.0,0,0,4,6,1400,0,1260,7500,1956
2107,272000.0,4.0,2.5,2.0,0,0,3,7,1870,0,2390,5293,2004
2108,870000.0,4.0,3.0,1.5,0,0,3,9,2680,360,3520,13178,2014
2109,307000.0,3.0,2.0,1.0,0,0,3,7,1390,400,1790,7700,1980
2110,490000.0,2.0,1.5,1.0,0,0,4,7,920,670,1900,4450,1946
2111,399950.0,3.0,2.0,1.0,0,0,5,7,1170,880,1680,9391,1960
2112,1635000.0,5.0,3.5,1.0,0,0,3,10,2110,2110,3450,33945,2006
2113,989000.0,5.0,4.5,2.0,0,0,3,11,4030,0,3860,12438,2000
2114,264950.0,4.0,1.75,1.0,0,0,5,7,1050,720,1410,8530,1983
2115,491500.0,4.0,2.75,1.0,0,0,3,8,1400,700,1900,7519,1979
2116,345000.0,3.0,2.25,2.0,0,0,3,7,2120,0,2070,15203,1984
2117,339900.0,4.0,1.75,1.0,0,0,4,8,2020,580,2200,9408,1969
2118,852000.0,3.0,3.0,2.0,0,0,3,7,1860,540,1750,3940,1905
2119,585000.0,5.0,3.5,1.0,0,3,3,7,1690,1490,2430,29620,1968
2120,723000.0,4.0,2.0,1.0,0,0,4,8,1640,1150,2400,9286,1977
2121,594000.0,3.0,2.25,2.0,0,0,3,8,2080,0,3730,43560,1990
2122,405000.0,2.0,1.5,2.0,0,0,4,7,1370,0,1380,3211,1987
2123,725500.0,4.0,2.5,2.0,0,0,3,9,2790,0,2790,24643,1997
2124,800000.0,2.0,1.0,1.0,0,0,3,8,1740,0,1980,5000,1955
2125,1325000.0,3.0,3.75,1.0,0,2,4,10,3810,2590,3430,60548,1966
2126,180500.0,3.0,2.5,2.0,0,0,3,7,1800,0,1770,7570,1996
2127,325000.0,3.0,2.5,2.0,0,0,3,7,1800,0,1770,7570,1996
2128,235000.0,3.0,1.75,1.0,0,0,4,7,1190,0,1250,7800,1968
2129,330000.0,2.0,1.0,1.0,0,0,4,7,860,0,1310,8308,1948
2130,678500.0,3.0,2.0,1.0,0,2,4,8,1370,1090,2150,6600,1952
2131,463000.0,4.0,2.5,2.0,0,0,4,7,1980,0,1980,7150,1974
2132,250000.0,2.0,1.0,1.0,0,0,3,6,670,0,870,4501,1943
2133,655000.0,3.0,2.0,1.5,0,0,4,8,1410,0,1820,7200,1927
2134,239900.0,4.0,2.25,1.0,0,0,3,8,1120,740,1990,8937,1979
2135,185000.0,3.0,1.0,1.0,0,0,3,7,980,0,1780,9135,1955
2136,1735000.0,4.0,2.25,2.0,0,3,4,9,2080,960,2870,5000,1926
2137,251700.0,3.0,2.25,1.0,0,0,3,7,1240,570,1810,5641,1977
2138,400000.0,4.0,2.0,1.0,0,0,3,8,1320,240,1870,8258,1964
2139,735000.0,4.0,1.75,1.0,0,0,3,8,1340,760,2060,7960,1955
2140,1700000.0,5.0,2.0,2.0,1,4,5,8,2500,0,1880,18782,1942
2141,82500.0,2.0,1.0,1.0,0,0,2,5,520,0,1572,10570,1951
2142,765000.0,4.0,4.0,2.0,0,0,3,10,3010,0,3490,7518,2004
2143,292500.0,4.0,1.75,1.0,0,0,3,7,1420,720,2040,7632,1968
2144,270000.0,3.0,2.25,1.0,0,0,4,7,1990,400,1610,7000,1970
2145,415000.0,2.0,1.0,1.0,0,0,3,7,1090,420,1460,6807,1939
2146,950000.0,4.0,1.75,1.0,0,0,4,7,1460,750,2640,14999,1952
2147,353000.0,3.0,2.75,2.0,0,0,3,7,2170,0,2170,8378,1995
2148,670950.0,3.0,2.5,3.0,0,0,3,8,1790,0,1450,2400,2007
2149,280950.0,3.0,1.75,1.0,0,3,4,7,840,550,1390,10875,1912
2150,585000.0,3.0,1.75,1.0,0,0,4,8,1850,0,2220,7639,1983
2151,525000.0,2.0,1.5,1.0,0,0,3,8,1480,0,1600,34326,2006
2152,605000.0,3.0,1.75,1.0,0,0,4,8,1370,480,1880,7580,1973
2153,1010000.0,4.0,3.5,2.0,0,0,3,9,2550,800,1050,4960,2007
2154,245990.0,3.0,1.0,1.0,0,0,3,7,1040,0,1350,8410,2014
2155,535000.0,4.0,2.25,2.0,0,0,3,10,2810,0,2810,17400,1985
2156,410000.0,1.0,1.5,1.0,0,0,3,7,1010,0,1230,5750,1948
2157,550000.0,3.0,2.5,2.0,0,0,4,8,2250,0,2080,7033,1988
2158,665000.0,3.0,1.75,1.0,0,0,3,8,1800,0,1950,8500,1972
2159,455000.0,3.0,1.0,1.0,0,0,4,7,1890,510,2390,7350,1940
2160,440000.0,4.0,1.0,1.5,0,0,3,7,1780,0,1750,4000,1922
2161,332000.0,3.0,2.25,1.0,0,0,3,9,1720,400,2320,13100,1979
2162,280000.0,3.0,2.5,2.0,0,0,3,7,1860,0,1760,6766,1989
2163,570000.0,3.0,3.5,2.0,0,0,3,8,1150,310,1460,1245,2006
2164,250000.0,3.0,1.0,1.0,0,0,4,7,1230,0,1510,10427,1957
2165,238000.0,2.0,1.0,1.0,0,0,3,6,1088,0,1088,8016,2009
2166,265000.0,3.0,1.0,1.0,0,0,3,6,700,100,1060,6628,1949
2167,306000.0,3.0,1.0,1.0,0,0,4,7,1190,0,1850,10500,1959
2168,345000.0,5.0,2.75,1.0,0,0,3,7,1240,700,1950,4182,2002
2169,765000.0,4.0,2.5,1.0,0,0,4,9,1720,1580,2290,10975,1971
2170,346300.0,4.0,2.5,2.0,0,0,3,8,2590,0,2400,8042,1998
2171,342500.0,3.0,2.0,1.0,0,0,3,8,2080,0,1080,12899,2002
2172,501000.0,4.0,2.25,2.0,0,0,3,7,2680,0,2460,4473,2000
2173,270000.0,3.0,2.5,1.0,0,0,4,7,1300,370,1490,8143,1990
2174,638000.0,3.0,1.0,1.5,0,0,4,8,1720,110,1650,4400,1930
2175,460000.0,3.0,1.75,1.0,0,0,4,8,700,700,1370,1281,2006
2176,760000.0,4.0,1.75,1.0,0,0,4,7,1470,1300,1910,9380,1953
2177,1085000.0,3.0,2.5,1.0,0,0,4,9,2150,1480,3150,13555,1972
2178,234000.0,3.0,1.0,1.0,0,0,3,6,1040,0,1520,7500,1983
2179,1650000.0,3.0,2.75,2.0,1,4,4,10,2690,0,2940,8890,1991
2180,488000.0,5.0,2.0,1.5,0,0,4,7,2020,0,1510,6600,1938
2181,1550000.0,5.0,2.5,2.0,0,0,4,9,2450,0,3020,20324,1963
2182,499000.0,4.0,3.0,2.0,0,0,3,7,2030,0,1990,7705,1982
2183,150000.0,3.0,1.0,1.0,0,0,3,7,1450,0,1680,7200,1952
2184,333000.0,4.0,2.5,2.0,0,0,3,8,2400,0,2150,6584,1993
2185,700000.0,4.0,2.75,1.0,0,1,4,8,1860,1010,2430,8479,1959
2186,275000.0,4.0,1.0,1.5,0,0,3,7,1340,0,1620,10800,1926
2187,330000.0,3.0,2.5,1.0,0,0,3,7,1080,600,1390,10700,1959
2188,360000.0,4.0,2.0,1.0,0,0,3,7,1850,0,1310,6901,1969
2189,467000.0,3.0,1.0,1.5,0,0,3,7,1220,0,1360,8040,1965
2190,568000.0,3.0,2.5,1.0,0,0,4,9,1790,530,3290,7314,1979
2191,605000.0,5.0,2.25,2.0,0,0,3,8,3220,0,2260,10093,1972
2192,750000.0,4.0,2.75,2.0,0,0,3,9,3190,0,3159,5615,2005
2193,760000.0,3.0,2.75,2.0,0,0,3,10,3530,0,3560,74256,1994
2194,265000.0,3.0,1.75,1.0,0,0,3,7,1240,810,1770,9605,1979
2195,490000.0,3.0,1.75,1.0,0,0,4,7,1720,0,1440,11850,1956
2196,360000.0,4.0,2.5,2.0,0,0,3,8,2850,0,2850,4650,2004
2197,311750.0,4.0,2.25,1.0,0,0,4,7,1290,980,2030,23980,1976
2198,399000.0,3.0,2.25,1.0,0,0,3,8,1420,460,2300,10469,1958
2199,347000.0,4.0,2.5,2.0,0,0,3,8,2770,0,2370,6950,1989
2200,1680000.0,4.0,3.75,2.0,0,0,3,12,4490,0,4470,37525,1998
2201,585000.0,4.0,2.5,2.0,0,0,3,9,3110,0,3110,7075,2005
2202,340000.0,4.0,2.5,2.0,0,0,3,8,2360,0,2280,7570,1992
2203,612000.0,3.0,2.5,2.0,0,0,3,8,2180,0,2120,5496,1994
2204,230000.0,2.0,1.75,2.0,0,0,3,8,1910,0,1470,3623,1980
2205,604000.0,4.0,2.5,2.0,0,0,3,9,2260,0,2690,8924,1989
2206,250000.0,3.0,1.75,1.0,0,0,4,7,1770,0,1630,9706,1959
2207,258500.0,3.0,2.0,1.0,0,0,3,7,1460,0,1630,7930,1989
2208,783000.0,4.0,2.75,1.0,0,0,5,8,1470,610,1970,5000,1940
2209,1050000.0,5.0,2.25,1.0,0,2,5,8,1550,1410,2860,7680,1958
2210,760000.0,4.0,2.5,2.0,0,0,3,9,3220,0,3150,5083,2002
2211,276000.0,3.0,1.0,1.0,0,0,3,7,1140,0,1140,5000,1960
2212,550000.0,4.0,2.0,1.0,0,0,3,8,1660,0,1820,8968,1966
2213,398000.0,4.0,1.0,1.5,0,0,5,7,1430,0,1410,6240,1953
2214,775000.0,3.0,3.0,1.5,0,0,4,8,1620,200,1440,4300,1983
2215,1027500.0,4.0,3.0,2.0,0,0,3,8,2720,820,2780,10714,1988
2216,327000.0,4.0,1.0,1.5,0,0,5,7,1620,0,1310,6000,1905
2217,564500.0,4.0,2.75,2.0,0,0,3,8,3100,0,2860,14396,1995
2218,782000.0,4.0,1.75,1.5,0,0,5,7,1500,0,1360,4125,1905
2219,398000.0,4.0,2.5,2.0,0,0,3,9,2820,0,2820,5510,2005
2220,257000.0,3.0,1.75,1.5,0,0,3,6,1850,0,1510,7871,1915
2221,235000.0,4.0,2.0,2.0,0,0,4,7,1570,0,1550,8978,1984
2222,453000.0,4.0,2.75,1.0,0,3,5,8,1550,750,2130,10092,1979
2223,535000.0,2.0,1.0,1.0,0,0,1,6,920,0,1760,8400,1954
2224,275000.0,3.0,2.5,2.0,0,0,4,8,1600,0,1700,7000,1993
2225,665000.0,3.0,2.5,2.0,0,0,3,9,2630,0,2640,10620,1996
2226,670000.0,4.0,2.75,1.0,0,0,4,8,1540,1480,2230,11896,1977
2227,465000.0,3.0,1.75,1.0,0,0,3,7,1060,430,1490,10609,1966
2228,210000.0,3.0,1.5,1.0,0,0,5,7,1160,0,1170,5200,1970
2229,265000.0,4.0,2.5,2.0,0,0,3,8,2040,0,2040,4637,2001
2230,426000.0,2.0,2.5,2.0,0,0,4,8,1550,0,1570,2442,1987
2231,529219.0,4.0,2.25,1.0,0,0,4,8,1290,700,1820,8198,1966
2232,600000.0,3.0,2.25,1.5,0,0,4,7,1440,460,2460,43560,1969
2233,875000.0,5.0,3.5,2.0,0,0,3,9,3840,0,3570,8279,2001
2234,608000.0,4.0,3.0,1.0,0,0,3,7,1200,1200,2670,6342,1956
2235,220000.0,3.0,1.0,1.0,0,0,4,7,1660,0,1660,21600,1973
2236,1760000.0,4.0,5.0,1.0,0,3,4,12,3555,2500,4890,19223,1996
2237,295450.0,3.0,2.0,1.0,0,2,4,8,1890,140,1870,13662,1966
2238,315000.0,2.0,1.0,1.0,0,0,3,7,840,0,1590,5087,1925
2239,205000.0,4.0,2.0,1.0,0,0,4,7,1450,0,1570,9024,1967
2240,310000.0,3.0,1.5,1.0,0,0,3,7,1460,0,1420,9582,1952
2241,1000000.0,5.0,1.0,1.5,0,0,3,9,1890,120,2330,5000,1927
2242,525000.0,4.0,2.5,2.0,0,2,3,9,2910,0,3190,5552,2006
2243,284000.0,4.0,1.75,1.0,0,0,3,7,1130,750,1340,8733,1960
